reactome_version,pathway_id,pathway_name,pathway_size_bg,expression_artifact_flag,n_rows_used
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9821002,Chromatin modifications during the maternal to zygotic transition (MZT),17,False,7
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9821993,Replacement of protamines by nucleosomes in the male pronucleus,10,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9823730,Formation of definitive endoderm,7,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9824272,Somitogenesis,34,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9824439,Bacterial Infection Pathways,60,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9824443,Parasitic Infection Pathways,112,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9824446,Viral Infection Pathways,679,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9824585,Regulation of MITF-M-dependent genes involved in pigmentation,28,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9824594,Regulation of MITF-M-dependent genes involved in apoptosis,12,False,7
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9824878,"Regulation of TBK1, IKKε (IKBKE)-mediated activation of IRF3, IRF7",10,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9825892,Regulation of MITF-M-dependent genes involved in cell cycle and proliferation,14,True,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9825895,"Regulation of MITF-M-dependent genes involved in DNA replication, damage repair and senescence",5,True,1
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-982772,Growth hormone receptor signaling,18,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9827857,Specification of primordial germ cells,5,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9828211,"Regulation of TBK1, IKKε-mediated activation of IRF3, IRF7 upon TLR3 ligation",8,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9828806,Maturation of hRSV A proteins,13,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9830364,Formation of the nephric duct,5,False,2
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9830369,Kidney development,11,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,238,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-983169,Class I MHC mediated antigen processing & presentation,292,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",22,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-983189,Kinesins,41,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-983231,Factors involved in megakaryocyte development and platelet production,100,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9833109,Evasion by RSV of host interferon responses,18,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9833110,RSV-host interactions,60,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9833482,PKR-mediated signaling,60,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9836573,Mitochondrial RNA degradation,10,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,27,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-983705,Signaling by the B Cell Receptor (BCR),81,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-983712,Ion channel transport,90,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9837999,Mitochondrial protein degradation,77,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9839373,Signaling by TGFBR3,34,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9839383,TGFBR3 PTM regulation,9,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9839389,TGFBR3 regulates TGF-beta signaling,7,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9839394,TGFBR3 expression,18,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9839923,Dengue Virus Infection,246,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9840309,Glycosphingolipid biosynthesis,12,False,7
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9840310,Glycosphingolipid catabolism,28,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9840373,Cellular response to mitochondrial stress,7,False,2
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9841251,Mitochondrial unfolded protein response (UPRmt),15,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9841922,MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis,64,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9842640,Signaling by LTK in cancer,7,False,3
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9842663,Signaling by LTK,10,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9842860,Regulation of endogenous retroelements,80,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9843743,Transcriptional regulation of brown and beige adipocyte differentiation,19,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9843745,Adipogenesis,72,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9843940,Regulation of endogenous retroelements by KRAB-ZFP proteins,51,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9843970,Regulation of endogenous retroelements by the Human Silencing Hub (HUSH) complex,20,False,7
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9844594,Transcriptional regulation of brown and beige adipocyte differentiation by EBF2,19,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9845323,Regulation of endogenous retroelements by Piwi-interacting RNAs (piRNAs),40,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9845576,Glycosphingolipid transport,7,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9845614,Sphingolipid catabolism,7,False,3
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9851695,Epigenetic regulation of adipogenesis genes by MLL3 and MLL4 complexes,64,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9854311,Maturation of TCA enzymes and regulation of TCA cycle,17,False,8
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9855142,Cellular responses to mechanical stimuli,69,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9856530,High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells,45,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9856532,Mechanical load activates signaling by PIEZO1 and integrins in osteocytes,11,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9856649,Transcriptional and post-translational regulation of MITF-M expression and activity,35,True,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9856651,MITF-M-dependent gene expression,76,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9856872,Malate-aspartate shuttle,8,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9857377,Regulation of MITF-M-dependent genes involved in lysosome biogenesis and autophagy,12,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9857492,Protein lipoylation,7,False,3
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9860927,"Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells",25,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9860931,Response of endothelial cells to shear stress,65,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9861559,PDH complex synthesizes acetyl-CoA from PYR,5,False,3
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9861718,Regulation of pyruvate metabolism,28,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9864848,Complex IV assembly,38,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9865114,Maple Syrup Urine Disease,5,False,1
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9865118,Diseases of branched-chain amino acid catabolism,13,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9865881,Complex III assembly,24,False,8
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9907900,Proteasome assembly,44,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9909396,Circadian clock,88,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9909505,Modulation of host responses by IFN-stimulated genes,18,False,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9909615,Regulation of PD-L1(CD274) Post-translational modification,68,True,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9909620,Regulation of PD-L1(CD274) translation,7,True,3
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9909648,Regulation of PD-L1(CD274) expression,116,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9909649,Regulation of PD-L1(CD274) transcription,43,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9912529,H139Hfs13* PPM1K causes a mild variant of  MSUD,5,False,1
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9912633,"Antigen processing: Ub, ATP-independent proteasomal degradation",17,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9913351,Formation of the dystrophin-glycoprotein complex (DGC),11,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9913635,Strand-asynchronous mitochondrial DNA replication,9,True,3
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-991365,Activation of GABAB receptors,19,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9917777,Epigenetic regulation by WDR5-containing histone modifying complexes,93,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9918432,Maturation of DENV proteins,40,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9918476,Assembly and Release of Dengue Virus Virions,6,False,1
